TimeFromTransfusion,DonorHb_Cat,PredVal_Base,StdErrVal_Base,PredVal_Full,StdErrVal_Full,Lower_Full,Upper_Full,VitalParam,CompFactor,CompName,VitalName,YLabel
611,1,58.493463908,1.1244169568,55.568058571,1.0755388719,53.460034319,57.676082824,ARTd,DonorHb_Cat,Donor Hemoglobin,Vital Parameter Trajectory: Diastolic Blood Pressure (mmHg),DBP (mmHg)
612,1,58.487832054,1.1246778708,55.563476829,1.0758074058,53.454926258,57.672027401,ARTd,DonorHb_Cat,Donor Hemoglobin,Vital Parameter Trajectory: Diastolic Blood Pressure (mmHg),DBP (mmHg)
613,1,58.482206111,1.1249439505,55.558902127,1.076081257,53.449814815,57.667989438,ARTd,DonorHb_Cat,Donor Hemoglobin,Vital Parameter Trajectory: Diastolic Blood Pressure (mmHg),DBP (mmHg)
614,1,58.476585956,1.1252152099,55.554334317,1.0763604395,53.444699816,57.663968818,ARTd,DonorHb_Cat,Donor Hemoglobin,Vital Parameter Trajectory: Diastolic Blood Pressure (mmHg),DBP (mmHg)
615,1,58.470971466,1.1254916619,55.549773253,1.0766449665,53.439581088,57.659965419,ARTd,DonorHb_Cat,Donor Hemoglobin,Vital Parameter Trajectory: Diastolic Blood Pressure (mmHg),DBP (mmHg)
616,1,58.465362518,1.1257733193,55.545218789,1.0769348508,53.434458459,57.655979119,ARTd,DonorHb_Cat,Donor Hemoglobin,Vital Parameter Trajectory: Diastolic Blood Pressure (mmHg),DBP (mmHg)
617,1,58.459758988,1.1260601939,55.540670777,1.0772301043,53.429331759,57.652009795,ARTd,DonorHb_Cat,Donor Hemoglobin,Vital Parameter Trajectory: Diastolic Blood Pressure (mmHg),DBP (mmHg)
618,1,58.454160754,1.1263522969,55.536129072,1.0775307383,53.42420082,57.648057323,ARTd,DonorHb_Cat,Donor Hemoglobin,Vital Parameter Trajectory: Diastolic Blood Pressure (mmHg),DBP (mmHg)
619,1,58.448567692,1.1266496389,55.531593525,1.0778367633,53.419065474,57.644121577,ARTd,DonorHb_Cat,Donor Hemoglobin,Vital Parameter Trajectory: Diastolic Blood Pressure (mmHg),DBP (mmHg)
620,1,58.442979679,1.1269522299,55.527063992,1.0781481895,53.413925554,57.64020243,ARTd,DonorHb_Cat,Donor Hemoglobin,Vital Parameter Trajectory: Diastolic Blood Pressure (mmHg),DBP (mmHg)
621,1,58.437396591,1.1272600792,55.522540325,1.0784650259,53.408780897,57.636299753,ARTd,DonorHb_Cat,Donor Hemoglobin,Vital Parameter Trajectory: Diastolic Blood Pressure (mmHg),DBP (mmHg)
622,1,58.431818307,1.1275731953,55.518022377,1.0787872813,53.403631338,57.632413416,ARTd,DonorHb_Cat,Donor Hemoglobin,Vital Parameter Trajectory: Diastolic Blood Pressure (mmHg),DBP (mmHg)
623,1,58.426244702,1.1278915864,55.513510002,1.0791149635,53.398476716,57.628543288,ARTd,DonorHb_Cat,Donor Hemoglobin,Vital Parameter Trajectory: Diastolic Blood Pressure (mmHg),DBP (mmHg)
624,1,58.420675654,1.1282152596,55.509003053,1.0794480797,53.393316869,57.624689237,ARTd,DonorHb_Cat,Donor Hemoglobin,Vital Parameter Trajectory: Diastolic Blood Pressure (mmHg),DBP (mmHg)
625,1,58.415111039,1.1285442218,55.504501384,1.0797866365,53.388151639,57.62085113,ARTd,DonorHb_Cat,Donor Hemoglobin,Vital Parameter Trajectory: Diastolic Blood Pressure (mmHg),DBP (mmHg)
626,1,58.409550735,1.1288784788,55.500004848,1.0801306397,53.382980866,57.617028829,ARTd,DonorHb_Cat,Donor Hemoglobin,Vital Parameter Trajectory: Diastolic Blood Pressure (mmHg),DBP (mmHg)
627,1,58.403994617,1.129218036,55.495513298,1.0804800946,53.377804395,57.6132222,ARTd,DonorHb_Cat,Donor Hemoglobin,Vital Parameter Trajectory: Diastolic Blood Pressure (mmHg),DBP (mmHg)
628,1,58.398442563,1.1295628982,55.491026587,1.0808350055,53.37262207,57.609431105,ARTd,DonorHb_Cat,Donor Hemoglobin,Vital Parameter Trajectory: Diastolic Blood Pressure (mmHg),DBP (mmHg)
629,1,58.392894451,1.1299130693,55.486544569,1.0811953763,53.367433736,57.605655403,ARTd,DonorHb_Cat,Donor Hemoglobin,Vital Parameter Trajectory: Diastolic Blood Pressure (mmHg),DBP (mmHg)
630,1,58.387350155,1.1302685526,55.482067098,1.0815612101,53.362239241,57.601894955,ARTd,DonorHb_Cat,Donor Hemoglobin,Vital Parameter Trajectory: Diastolic Blood Pressure (mmHg),DBP (mmHg)
631,1,58.381809554,1.130629351,55.477594026,1.0819325092,53.357038434,57.598149618,ARTd,DonorHb_Cat,Donor Hemoglobin,Vital Parameter Trajectory: Diastolic Blood Pressure (mmHg),DBP (mmHg)
632,1,58.376272525,1.1309954663,55.473125207,1.0823092754,53.351831165,57.59441925,ARTd,DonorHb_Cat,Donor Hemoglobin,Vital Parameter Trajectory: Diastolic Blood Pressure (mmHg),DBP (mmHg)
633,1,58.370738943,1.1313669001,55.468660495,1.0826915098,53.346617284,57.590703705,ARTd,DonorHb_Cat,Donor Hemoglobin,Vital Parameter Trajectory: Diastolic Blood Pressure (mmHg),DBP (mmHg)
634,1,58.365208687,1.1317436529,55.464199742,1.0830792126,53.341396645,57.587002839,ARTd,DonorHb_Cat,Donor Hemoglobin,Vital Parameter Trajectory: Diastolic Blood Pressure (mmHg),DBP (mmHg)
635,1,58.359681632,1.1321257247,55.459742802,1.0834723836,53.336169102,57.583316502,ARTd,DonorHb_Cat,Donor Hemoglobin,Vital Parameter Trajectory: Diastolic Blood Pressure (mmHg),DBP (mmHg)
636,1,58.354157657,1.132513115,55.455289528,1.0838710216,53.330934509,57.579644547,ARTd,DonorHb_Cat,Donor Hemoglobin,Vital Parameter Trajectory: Diastolic Blood Pressure (mmHg),DBP (mmHg)
637,1,58.348636636,1.1329058224,55.450839774,1.0842751249,53.325692725,57.575986824,ARTd,DonorHb_Cat,Donor Hemoglobin,Vital Parameter Trajectory: Diastolic Blood Pressure (mmHg),DBP (mmHg)
638,1,58.343118448,1.133303845,55.446393393,1.0846846911,53.320443607,57.57234318,ARTd,DonorHb_Cat,Donor Hemoglobin,Vital Parameter Trajectory: Diastolic Blood Pressure (mmHg),DBP (mmHg)
639,1,58.33760297,1.1337071801,55.441950239,1.085099717,53.315187013,57.568713464,ARTd,DonorHb_Cat,Donor Hemoglobin,Vital Parameter Trajectory: Diastolic Blood Pressure (mmHg),DBP (mmHg)
640,1,58.332090077,1.1341158244,55.437510164,1.0855201989,53.309922807,57.565097521,ARTd,DonorHb_Cat,Donor Hemoglobin,Vital Parameter Trajectory: Diastolic Blood Pressure (mmHg),DBP (mmHg)
641,1,58.326579648,1.1345297739,55.433073022,1.0859461322,53.304650848,57.561495196,ARTd,DonorHb_Cat,Donor Hemoglobin,Vital Parameter Trajectory: Diastolic Blood Pressure (mmHg),DBP (mmHg)
642,1,58.321071558,1.1349490239,55.428638667,1.0863775117,53.299371002,57.557906332,ARTd,DonorHb_Cat,Donor Hemoglobin,Vital Parameter Trajectory: Diastolic Blood Pressure (mmHg),DBP (mmHg)
643,1,58.315565685,1.1353735692,55.424206951,1.0868143316,53.294083132,57.55433077,ARTd,DonorHb_Cat,Donor Hemoglobin,Vital Parameter Trajectory: Diastolic Blood Pressure (mmHg),DBP (mmHg)
644,1,58.310061906,1.1358034038,55.419777729,1.0872565851,53.288787106,57.550768352,ARTd,DonorHb_Cat,Donor Hemoglobin,Vital Parameter Trajectory: Diastolic Blood Pressure (mmHg),DBP (mmHg)
645,1,58.304560097,1.1362385209,55.415350853,1.0877042652,53.28348279,57.547218915,ARTd,DonorHb_Cat,Donor Hemoglobin,Vital Parameter Trajectory: Diastolic Blood Pressure (mmHg),DBP (mmHg)
646,1,58.299060135,1.1366789134,55.410926177,1.0881573638,53.278170054,57.543682299,ARTd,DonorHb_Cat,Donor Hemoglobin,Vital Parameter Trajectory: Diastolic Blood Pressure (mmHg),DBP (mmHg)
647,1,58.293561897,1.1371245732,55.406503553,1.0886158722,53.272848768,57.540158339,ARTd,DonorHb_Cat,Donor Hemoglobin,Vital Parameter Trajectory: Diastolic Blood Pressure (mmHg),DBP (mmHg)
648,1,58.28806526,1.1375754917,55.402082837,1.0890797812,53.267518804,57.53664687,ARTd,DonorHb_Cat,Donor Hemoglobin,Vital Parameter Trajectory: Diastolic Blood Pressure (mmHg),DBP (mmHg)
649,1,58.282570101,1.1380316595,55.39766388,1.0895490807,53.262180034,57.533147726,ARTd,DonorHb_Cat,Donor Hemoglobin,Vital Parameter Trajectory: Diastolic Blood Pressure (mmHg),DBP (mmHg)
650,1,58.277076297,1.1384930668,55.393246537,1.0900237599,53.256832333,57.52966074,ARTd,DonorHb_Cat,Donor Hemoglobin,Vital Parameter Trajectory: Diastolic Blood Pressure (mmHg),DBP (mmHg)
651,1,58.271583724,1.1389597029,55.38883066,1.0905038076,53.251475577,57.526185742,ARTd,DonorHb_Cat,Donor Hemoglobin,Vital Parameter Trajectory: Diastolic Blood Pressure (mmHg),DBP (mmHg)
652,1,58.266092259,1.1394315565,55.384416102,1.0909892117,53.246109642,57.522722562,ARTd,DonorHb_Cat,Donor Hemoglobin,Vital Parameter Trajectory: Diastolic Blood Pressure (mmHg),DBP (mmHg)
653,1,58.26060178,1.1399086156,55.380002718,1.0914799593,53.240734408,57.519271029,ARTd,DonorHb_Cat,Donor Hemoglobin,Vital Parameter Trajectory: Diastolic Blood Pressure (mmHg),DBP (mmHg)
654,1,58.255112162,1.1403908678,55.375590361,1.0919760371,53.235349753,57.51583097,ARTd,DonorHb_Cat,Donor Hemoglobin,Vital Parameter Trajectory: Diastolic Blood Pressure (mmHg),DBP (mmHg)
655,1,58.249623284,1.1408782996,55.371178884,1.0924774309,53.229955558,57.512402209,ARTd,DonorHb_Cat,Donor Hemoglobin,Vital Parameter Trajectory: Diastolic Blood Pressure (mmHg),DBP (mmHg)
656,1,58.244135021,1.1413708973,55.36676814,1.092984126,53.224551707,57.508984572,ARTd,DonorHb_Cat,Donor Hemoglobin,Vital Parameter Trajectory: Diastolic Blood Pressure (mmHg),DBP (mmHg)
657,1,58.238647251,1.1418686462,55.362357982,1.093496107,53.219138082,57.505577882,ARTd,DonorHb_Cat,Donor Hemoglobin,Vital Parameter Trajectory: Diastolic Blood Pressure (mmHg),DBP (mmHg)
658,1,58.23315985,1.1423715312,55.357948264,1.0940133577,53.213714568,57.502181961,ARTd,DonorHb_Cat,Donor Hemoglobin,Vital Parameter Trajectory: Diastolic Blood Pressure (mmHg),DBP (mmHg)
659,1,58.227672696,1.1428795363,55.35353884,1.0945358613,53.208281052,57.498796628,ARTd,DonorHb_Cat,Donor Hemoglobin,Vital Parameter Trajectory: Diastolic Blood Pressure (mmHg),DBP (mmHg)
660,1,58.222185664,1.1433926452,55.349129562,1.0950636004,53.202837422,57.495421703,ARTd,DonorHb_Cat,Donor Hemoglobin,Vital Parameter Trajectory: Diastolic Blood Pressure (mmHg),DBP (mmHg)
661,1,58.216698654,1.1439108424,55.344720309,1.0955965586,53.197383586,57.492057033,ARTd,DonorHb_Cat,Donor Hemoglobin,Vital Parameter Trajectory: Diastolic Blood Pressure (mmHg),DBP (mmHg)
662,1,58.211211643,1.1444341194,55.340311056,1.0961347267,53.191919539,57.488702573,ARTd,DonorHb_Cat,Donor Hemoglobin,Vital Parameter Trajectory: Diastolic Blood Pressure (mmHg),DBP (mmHg)
663,1,58.205724632,1.144962469,55.335901803,1.0966780968,53.186445297,57.485358309,ARTd,DonorHb_Cat,Donor Hemoglobin,Vital Parameter Trajectory: Diastolic Blood Pressure (mmHg),DBP (mmHg)
664,1,58.200237621,1.1454958844,55.33149255,1.0972266614,53.180960873,57.482024226,ARTd,DonorHb_Cat,Donor Hemoglobin,Vital Parameter Trajectory: Diastolic Blood Pressure (mmHg),DBP (mmHg)
665,1,58.194750611,1.1460343584,55.327083297,1.0977804126,53.175466284,57.478700309,ARTd,DonorHb_Cat,Donor Hemoglobin,Vital Parameter Trajectory: Diastolic Blood Pressure (mmHg),DBP (mmHg)
666,1,58.1892636,1.146577884,55.322674043,1.0983393425,53.169961545,57.475386542,ARTd,DonorHb_Cat,Donor Hemoglobin,Vital Parameter Trajectory: Diastolic Blood Pressure (mmHg),DBP (mmHg)
667,1,58.183776589,1.1471264539,55.31826479,1.0989034433,53.164446671,57.472082909,ARTd,DonorHb_Cat,Donor Hemoglobin,Vital Parameter Trajectory: Diastolic Blood Pressure (mmHg),DBP (mmHg)
668,1,58.178289578,1.1476800609,55.313855537,1.099472707,53.158921678,57.468789396,ARTd,DonorHb_Cat,Donor Hemoglobin,Vital Parameter Trajectory: Diastolic Blood Pressure (mmHg),DBP (mmHg)
669,1,58.172802568,1.1482386977,55.309446284,1.1000471256,53.153386581,57.465505986,ARTd,DonorHb_Cat,Donor Hemoglobin,Vital Parameter Trajectory: Diastolic Blood Pressure (mmHg),DBP (mmHg)
670,1,58.167315557,1.1488023569,55.305037031,1.100626691,53.147841397,57.462232664,ARTd,DonorHb_Cat,Donor Hemoglobin,Vital Parameter Trajectory: Diastolic Blood Pressure (mmHg),DBP (mmHg)
671,1,58.161828546,1.1493710313,55.300627777,1.1012113951,53.142286142,57.458969413,ARTd,DonorHb_Cat,Donor Hemoglobin,Vital Parameter Trajectory: Diastolic Blood Pressure (mmHg),DBP (mmHg)
672,1,58.156341535,1.1499447133,55.296218524,1.1018012296,53.13672083,57.455716218,ARTd,DonorHb_Cat,Donor Hemoglobin,Vital Parameter Trajectory: Diastolic Blood Pressure (mmHg),DBP (mmHg)
673,1,58.150854525,1.1505233955,55.291809271,1.1023961865,53.131145479,57.452473063,ARTd,DonorHb_Cat,Donor Hemoglobin,Vital Parameter Trajectory: Diastolic Blood Pressure (mmHg),DBP (mmHg)
674,1,58.145367514,1.1511070703,55.287400018,1.1029962573,53.125560105,57.449239931,ARTd,DonorHb_Cat,Donor Hemoglobin,Vital Parameter Trajectory: Diastolic Blood Pressure (mmHg),DBP (mmHg)
675,1,58.139880503,1.1516957302,55.282990765,1.1036014338,53.119964724,57.446016806,ARTd,DonorHb_Cat,Donor Hemoglobin,Vital Parameter Trajectory: Diastolic Blood Pressure (mmHg),DBP (mmHg)
676,1,58.134393492,1.1522893674,55.278581512,1.1042117076,53.114359352,57.442803671,ARTd,DonorHb_Cat,Donor Hemoglobin,Vital Parameter Trajectory: Diastolic Blood Pressure (mmHg),DBP (mmHg)
677,1,58.128906482,1.1528879743,55.274172258,1.1048270701,53.108744007,57.43960051,ARTd,DonorHb_Cat,Donor Hemoglobin,Vital Parameter Trajectory: Diastolic Blood Pressure (mmHg),DBP (mmHg)
678,1,58.123419471,1.1534915432,55.269763005,1.1054475129,53.103118704,57.436407306,ARTd,DonorHb_Cat,Donor Hemoglobin,Vital Parameter Trajectory: Diastolic Blood Pressure (mmHg),DBP (mmHg)
679,1,58.11793246,1.1541000662,55.265353752,1.1060730275,53.097483461,57.433224043,ARTd,DonorHb_Cat,Donor Hemoglobin,Vital Parameter Trajectory: Diastolic Blood Pressure (mmHg),DBP (mmHg)
680,1,58.112445449,1.1547135357,55.260944499,1.1067036052,53.091838294,57.430050704,ARTd,DonorHb_Cat,Donor Hemoglobin,Vital Parameter Trajectory: Diastolic Blood Pressure (mmHg),DBP (mmHg)
681,1,58.106958439,1.1553319435,55.256535246,1.1073392375,53.086183221,57.426887271,ARTd,DonorHb_Cat,Donor Hemoglobin,Vital Parameter Trajectory: Diastolic Blood Pressure (mmHg),DBP (mmHg)
682,1,58.101471428,1.1559552819,55.252125992,1.1079799155,53.080518257,57.423733727,ARTd,DonorHb_Cat,Donor Hemoglobin,Vital Parameter Trajectory: Diastolic Blood Pressure (mmHg),DBP (mmHg)
683,1,58.095984417,1.1565835429,55.247716739,1.1086256306,53.074843422,57.420590057,ARTd,DonorHb_Cat,Donor Hemoglobin,Vital Parameter Trajectory: Diastolic Blood Pressure (mmHg),DBP (mmHg)
684,1,58.090497407,1.1572167184,55.243307486,1.1092763739,53.069158731,57.417456241,ARTd,DonorHb_Cat,Donor Hemoglobin,Vital Parameter Trajectory: Diastolic Blood Pressure (mmHg),DBP (mmHg)
685,1,58.085010396,1.1578548004,55.238898233,1.1099321367,53.063464202,57.414332263,ARTd,DonorHb_Cat,Donor Hemoglobin,Vital Parameter Trajectory: Diastolic Blood Pressure (mmHg),DBP (mmHg)
686,1,58.079523385,1.1584977808,55.23448898,1.11059291,53.057759853,57.411218106,ARTd,DonorHb_Cat,Donor Hemoglobin,Vital Parameter Trajectory: Diastolic Blood Pressure (mmHg),DBP (mmHg)
687,1,58.074036374,1.1591456515,55.230079726,1.1112586849,53.052045701,57.408113752,ARTd,DonorHb_Cat,Donor Hemoglobin,Vital Parameter Trajectory: Diastolic Blood Pressure (mmHg),DBP (mmHg)
688,1,58.068549364,1.1597984041,55.225670473,1.1119294523,53.046321763,57.405019183,ARTd,DonorHb_Cat,Donor Hemoglobin,Vital Parameter Trajectory: Diastolic Blood Pressure (mmHg),DBP (mmHg)
689,1,58.063062353,1.1604560306,55.22126122,1.1126052034,53.040588058,57.401934382,ARTd,DonorHb_Cat,Donor Hemoglobin,Vital Parameter Trajectory: Diastolic Blood Pressure (mmHg),DBP (mmHg)
690,1,58.057575342,1.1611185225,55.216851967,1.1132859289,53.034844603,57.398859331,ARTd,DonorHb_Cat,Donor Hemoglobin,Vital Parameter Trajectory: Diastolic Blood Pressure (mmHg),DBP (mmHg)
691,1,58.052088331,1.1617858717,55.212442714,1.1139716198,53.029091416,57.395794011,ARTd,DonorHb_Cat,Donor Hemoglobin,Vital Parameter Trajectory: Diastolic Blood Pressure (mmHg),DBP (mmHg)
692,1,58.046601321,1.1624580697,55.208033461,1.114662267,53.023328515,57.392738406,ARTd,DonorHb_Cat,Donor Hemoglobin,Vital Parameter Trajectory: Diastolic Blood Pressure (mmHg),DBP (mmHg)
693,1,58.04111431,1.1631351081,55.203624207,1.1153578611,53.017555918,57.389692497,ARTd,DonorHb_Cat,Donor Hemoglobin,Vital Parameter Trajectory: Diastolic Blood Pressure (mmHg),DBP (mmHg)
694,1,58.035627299,1.1638169784,55.199214954,1.116058393,53.011773643,57.386656265,ARTd,DonorHb_Cat,Donor Hemoglobin,Vital Parameter Trajectory: Diastolic Blood Pressure (mmHg),DBP (mmHg)
695,1,58.030140288,1.1645036723,55.194805701,1.1167638534,53.005981709,57.383629693,ARTd,DonorHb_Cat,Donor Hemoglobin,Vital Parameter Trajectory: Diastolic Blood Pressure (mmHg),DBP (mmHg)
696,1,58.024653278,1.1651951811,55.190396448,1.1174742329,53.000180133,57.380612763,ARTd,DonorHb_Cat,Donor Hemoglobin,Vital Parameter Trajectory: Diastolic Blood Pressure (mmHg),DBP (mmHg)
697,1,58.019166267,1.1658914963,55.185987195,1.1181895221,52.994368934,57.377605455,ARTd,DonorHb_Cat,Donor Hemoglobin,Vital Parameter Trajectory: Diastolic Blood Pressure (mmHg),DBP (mmHg)
698,1,58.013679256,1.1665926093,55.181577941,1.1189097117,52.98854813,57.374607752,ARTd,DonorHb_Cat,Donor Hemoglobin,Vital Parameter Trajectory: Diastolic Blood Pressure (mmHg),DBP (mmHg)
699,1,58.008192245,1.1672985114,55.177168688,1.1196347922,52.982717741,57.371619635,ARTd,DonorHb_Cat,Donor Hemoglobin,Vital Parameter Trajectory: Diastolic Blood Pressure (mmHg),DBP (mmHg)
700,1,58.002705235,1.168009194,55.172759435,1.1203647541,52.976877784,57.368641086,ARTd,DonorHb_Cat,Donor Hemoglobin,Vital Parameter Trajectory: Diastolic Blood Pressure (mmHg),DBP (mmHg)
701,1,57.997218224,1.1687246483,55.168350182,1.1210995878,52.971028279,57.365672085,ARTd,DonorHb_Cat,Donor Hemoglobin,Vital Parameter Trajectory: Diastolic Blood Pressure (mmHg),DBP (mmHg)
702,1,57.991731213,1.1694448655,55.163940929,1.1218392838,52.965169243,57.362712614,ARTd,DonorHb_Cat,Donor Hemoglobin,Vital Parameter Trajectory: Diastolic Blood Pressure (mmHg),DBP (mmHg)
703,1,57.986244202,1.170169837,55.159531675,1.1225838324,52.959300697,57.359762654,ARTd,DonorHb_Cat,Donor Hemoglobin,Vital Parameter Trajectory: Diastolic Blood Pressure (mmHg),DBP (mmHg)
704,1,57.980757192,1.1708995538,55.155122422,1.1233332241,52.953422658,57.356822186,ARTd,DonorHb_Cat,Donor Hemoglobin,Vital Parameter Trajectory: Diastolic Blood Pressure (mmHg),DBP (mmHg)
705,1,57.975270181,1.1716340071,55.150713169,1.1240874491,52.947535147,57.353891192,ARTd,DonorHb_Cat,Donor Hemoglobin,Vital Parameter Trajectory: Diastolic Blood Pressure (mmHg),DBP (mmHg)
706,1,57.96978317,1.1723731879,55.146303916,1.1248464977,52.941638181,57.350969651,ARTd,DonorHb_Cat,Donor Hemoglobin,Vital Parameter Trajectory: Diastolic Blood Pressure (mmHg),DBP (mmHg)
707,1,57.964296159,1.1731170875,55.141894663,1.1256103602,52.93573178,57.348057546,ARTd,DonorHb_Cat,Donor Hemoglobin,Vital Parameter Trajectory: Diastolic Blood Pressure (mmHg),DBP (mmHg)
708,1,57.958809149,1.1738656966,55.13748541,1.1263790267,52.929815963,57.345154856,ARTd,DonorHb_Cat,Donor Hemoglobin,Vital Parameter Trajectory: Diastolic Blood Pressure (mmHg),DBP (mmHg)
709,1,57.953322138,1.1746190065,55.133076156,1.1271524875,52.92389075,57.342261563,ARTd,DonorHb_Cat,Donor Hemoglobin,Vital Parameter Trajectory: Diastolic Blood Pressure (mmHg),DBP (mmHg)
710,1,57.947835127,1.175377008,55.128666903,1.1279307326,52.917956159,57.339377647,ARTd,DonorHb_Cat,Donor Hemoglobin,Vital Parameter Trajectory: Diastolic Blood Pressure (mmHg),DBP (mmHg)
711,1,57.942348116,1.176139692,55.12425765,1.1287137522,52.912012211,57.336503089,ARTd,DonorHb_Cat,Donor Hemoglobin,Vital Parameter Trajectory: Diastolic Blood Pressure (mmHg),DBP (mmHg)
712,1,57.936861106,1.1769070495,55.119848397,1.1295015363,52.906058924,57.33363787,ARTd,DonorHb_Cat,Donor Hemoglobin,Vital Parameter Trajectory: Diastolic Blood Pressure (mmHg),DBP (mmHg)
713,1,57.931374095,1.1776790713,55.115439144,1.130294075,52.900096318,57.330781969,ARTd,DonorHb_Cat,Donor Hemoglobin,Vital Parameter Trajectory: Diastolic Blood Pressure (mmHg),DBP (mmHg)
714,1,57.925887084,1.1784557483,55.11102989,1.1310913583,52.894124414,57.327935367,ARTd,DonorHb_Cat,Donor Hemoglobin,Vital Parameter Trajectory: Diastolic Blood Pressure (mmHg),DBP (mmHg)
715,1,57.920400073,1.1792370712,55.106620637,1.1318933762,52.888143229,57.325098045,ARTd,DonorHb_Cat,Donor Hemoglobin,Vital Parameter Trajectory: Diastolic Blood Pressure (mmHg),DBP (mmHg)
716,1,57.914913063,1.1800230309,55.102211384,1.1327001185,52.882152785,57.322269983,ARTd,DonorHb_Cat,Donor Hemoglobin,Vital Parameter Trajectory: Diastolic Blood Pressure (mmHg),DBP (mmHg)
717,1,57.909426052,1.180813618,55.097802131,1.1335115753,52.876153101,57.319451161,ARTd,DonorHb_Cat,Donor Hemoglobin,Vital Parameter Trajectory: Diastolic Blood Pressure (mmHg),DBP (mmHg)
718,1,57.903939041,1.1816088233,55.093392878,1.1343277364,52.870144196,57.316641559,ARTd,DonorHb_Cat,Donor Hemoglobin,Vital Parameter Trajectory: Diastolic Blood Pressure (mmHg),DBP (mmHg)
719,1,57.89845203,1.1824086375,55.088983624,1.1351485916,52.864126091,57.313841158,ARTd,DonorHb_Cat,Donor Hemoglobin,Vital Parameter Trajectory: Diastolic Blood Pressure (mmHg),DBP (mmHg)
720,1,57.89296502,1.1832130512,55.084574371,1.1359741308,52.858098806,57.311049937,ARTd,DonorHb_Cat,Donor Hemoglobin,Vital Parameter Trajectory: Diastolic Blood Pressure (mmHg),DBP (mmHg)
0,2,58.27055074,1.1022522454,55.334257365,1.0523477493,53.271687024,57.396827706,ARTd,DonorHb_Cat,Donor Hemoglobin,Vital Parameter Trajectory: Diastolic Blood Pressure (mmHg),DBP (mmHg)
1,2,58.276009612,1.1022509059,55.337965097,1.0523462367,53.275397721,57.400532474,ARTd,DonorHb_Cat,Donor Hemoglobin,Vital Parameter Trajectory: Diastolic Blood Pressure (mmHg),DBP (mmHg)
2,2,58.281642958,1.1022427235,55.341846577,1.0523376649,53.279296001,57.404397153,ARTd,DonorHb_Cat,Donor Hemoglobin,Vital Parameter Trajectory: Diastolic Blood Pressure (mmHg),DBP (mmHg)
3,2,58.287447208,1.1022278598,55.345898561,1.0523222008,53.283378294,57.408418828,ARTd,DonorHb_Cat,Donor Hemoglobin,Vital Parameter Trajectory: Diastolic Blood Pressure (mmHg),DBP (mmHg)
4,2,58.293418792,1.1022064884,55.350117806,1.0523000236,53.287641006,57.412594606,ARTd,DonorHb_Cat,Donor Hemoglobin,Vital Parameter Trajectory: Diastolic Blood Pressure (mmHg),DBP (mmHg)
5,2,58.299554141,1.1021787944,55.354501068,1.0522713243,53.292080518,57.416921619,ARTd,DonorHb_Cat,Donor Hemoglobin,Vital Parameter Trajectory: Diastolic Blood Pressure (mmHg),DBP (mmHg)
6,2,58.305849685,1.1021449732,55.359045104,1.0522363047,53.296693191,57.421397017,ARTd,DonorHb_Cat,Donor Hemoglobin,Vital Parameter Trajectory: Diastolic Blood Pressure (mmHg),DBP (mmHg)
7,2,58.312301854,1.1021052296,55.36374667,1.0521951762,53.301475368,57.426017972,ARTd,DonorHb_Cat,Donor Hemoglobin,Vital Parameter Trajectory: Diastolic Blood Pressure (mmHg),DBP (mmHg)
8,2,58.31890708,1.1020597771,55.368602522,1.0521481593,53.306423372,57.430781673,ARTd,DonorHb_Cat,Donor Hemoglobin,Vital Parameter Trajectory: Diastolic Blood Pressure (mmHg),DBP (mmHg)
9,2,58.325661791,1.1020088372,55.373609417,1.0520954826,53.311533511,57.435685323,ARTd,DonorHb_Cat,Donor Hemoglobin,Vital Parameter Trajectory: Diastolic Blood Pressure (mmHg),DBP (mmHg)
10,2,58.33256242,1.1019526383,55.378764112,1.0520373818,53.316802082,57.440726142,ARTd,DonorHb_Cat,Donor Hemoglobin,Vital Parameter Trajectory: Diastolic Blood Pressure (mmHg),DBP (mmHg)
11,2,58.339605395,1.1018914149,55.384063362,1.051974099,53.322225364,57.44590136,ARTd,DonorHb_Cat,Donor Hemoglobin,Vital Parameter Trajectory: Diastolic Blood Pressure (mmHg),DBP (mmHg)
12,2,58.346787147,1.1018254071,55.389503924,1.0519058821,53.32779963,57.451208219,ARTd,DonorHb_Cat,Donor Hemoglobin,Vital Parameter Trajectory: Diastolic Blood Pressure (mmHg),DBP (mmHg)
13,2,58.354104107,1.1017548596,55.395082555,1.0518329837,53.333521139,57.456643971,ARTd,DonorHb_Cat,Donor Hemoglobin,Vital Parameter Trajectory: Diastolic Blood Pressure (mmHg),DBP (mmHg)
14,2,58.361552706,1.1016800211,55.400796011,1.0517556605,53.339386147,57.462205876,ARTd,DonorHb_Cat,Donor Hemoglobin,Vital Parameter Trajectory: Diastolic Blood Pressure (mmHg),DBP (mmHg)
15,2,58.369129372,1.1016011435,55.406641049,1.0516741726,53.345390898,57.4678912,ARTd,DonorHb_Cat,Donor Hemoglobin,Vital Parameter Trajectory: Diastolic Blood Pressure (mmHg),DBP (mmHg)
16,2,58.376830538,1.1015184813,55.412614424,1.0515887825,53.351531636,57.473697213,ARTd,DonorHb_Cat,Donor Hemoglobin,Vital Parameter Trajectory: Diastolic Blood Pressure (mmHg),DBP (mmHg)
