DonorSex,TimeFromTransfusion,PredVal_Base,StdErrVal_Base,PredVal_Full,StdErrVal_Full,Lower_Full,Upper_Full,VitalParam,CompFactor,CompName,VitalName,YLabel
,653,,,,,,,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
,654,,,,,,,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
,655,,,,,,,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
,656,,,,,,,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
,657,,,,,,,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
,658,,,,,,,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
,659,,,,,,,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
,660,,,,,,,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
,661,,,,,,,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
,662,,,,,,,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
,663,,,,,,,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
,664,,,,,,,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
,665,,,,,,,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
,666,,,,,,,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
,667,,,,,,,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
,668,,,,,,,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
,669,,,,,,,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
,670,,,,,,,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
,671,,,,,,,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
,672,,,,,,,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
,673,,,,,,,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
,674,,,,,,,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
,675,,,,,,,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
,676,,,,,,,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
,677,,,,,,,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
,678,,,,,,,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
,679,,,,,,,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
,680,,,,,,,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
,681,,,,,,,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
,682,,,,,,,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
,683,,,,,,,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
,684,,,,,,,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
,685,,,,,,,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
,686,,,,,,,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
,687,,,,,,,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
,688,,,,,,,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
,689,,,,,,,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
,690,,,,,,,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
,691,,,,,,,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
,692,,,,,,,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
,693,,,,,,,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
,694,,,,,,,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
,695,,,,,,,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
,696,,,,,,,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
,697,,,,,,,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
,698,,,,,,,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
,699,,,,,,,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
,700,,,,,,,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
,701,,,,,,,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
,702,,,,,,,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
,703,,,,,,,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
,704,,,,,,,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
,705,,,,,,,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
,706,,,,,,,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
,707,,,,,,,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
,708,,,,,,,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
,709,,,,,,,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
,710,,,,,,,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
,711,,,,,,,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
,712,,,,,,,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
,713,,,,,,,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
,714,,,,,,,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
,715,,,,,,,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
,716,,,,,,,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
,717,,,,,,,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
,718,,,,,,,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
,719,,,,,,,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
,720,,,,,,,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
1,0,127.39087651,2.4891470522,122.49979696,2.3593937341,117.87545546,127.12413847,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
1,1,127.41750834,2.4891463099,122.52367939,2.3593938879,117.89933759,127.1480212,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
1,2,127.44491735,2.4891408558,122.54823929,2.3593891657,117.92390674,127.17257183,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
1,3,127.47308437,2.4891308001,122.57345996,2.3593796818,117.949146,127.19777392,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
1,4,127.50199024,2.4891162614,122.59932475,2.3593655594,117.97503847,127.22361103,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
1,5,127.53161582,2.4890973664,122.62581697,2.3593469299,118.00156721,127.25006674,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
1,6,127.56194193,2.4890742488,122.65291996,2.3593239322,118.02871526,127.27712465,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
1,7,127.59294942,2.4890470493,122.68061703,2.3592967122,118.05646568,127.30476837,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
1,8,127.62461914,2.4890159144,122.7088915,2.359265422,118.08480149,127.33298152,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
1,9,127.65693192,2.4889809961,122.73772672,2.3592302194,118.1137057,127.36174774,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
1,10,127.68986861,2.4889424516,122.76710598,2.3591912674,118.14316131,127.39105066,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
1,11,127.72341004,2.4889004422,122.79701264,2.3591487334,118.17315133,127.42087395,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
1,12,127.75753706,2.488855133,122.82743,2.3591027887,118.20365874,127.45120126,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
1,13,127.79223051,2.4888066925,122.85834139,2.3590536083,118.23466652,127.48201625,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
1,14,127.82747123,2.488755292,122.88973014,2.3590013697,118.26615765,127.51330262,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
1,15,127.86324007,2.4887011049,122.92157956,2.358946253,118.29811511,127.54504402,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
1,16,127.89951786,2.4886443067,122.953873,2.35888844,118.33052186,127.57722414,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
1,17,127.93628544,2.4885850738,122.98659376,2.3588281139,118.36336086,127.60982667,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
1,18,127.97352366,2.4885235838,123.01972518,2.3587654588,118.39661508,127.64283528,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
1,19,128.01121336,2.4884600145,123.05325058,2.3587006592,118.43026748,127.67623368,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
1,20,128.04933538,2.4883945439,123.08715328,2.3586338996,118.46430103,127.71000553,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
1,21,128.08787057,2.4883273494,123.12141661,2.358565364,118.49869869,127.74413454,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
1,22,128.12679975,2.4882586075,123.1560239,2.3584952355,118.53344342,127.77860437,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
1,23,128.16610378,2.4881884936,123.19095846,2.3584236959,118.5685182,127.81339871,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
1,24,128.2057635,2.4881171815,123.22620362,2.3583509253,118.60390599,127.84850125,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
1,25,128.24575975,2.488044843,123.26174271,2.3582771018,118.63958977,127.88389565,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
1,26,128.28607336,2.4879716476,123.29755905,2.3582024012,118.67555252,127.91956558,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
1,27,128.32668519,2.4878977621,123.33363596,2.3581269963,118.71177723,127.9554947,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
1,28,128.36757606,2.4878233504,123.36995678,2.3580510569,118.74824688,127.99166668,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
1,29,128.40872684,2.4877485732,123.40650482,2.3579747495,118.78494449,128.02806516,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
1,30,128.45011834,2.4876735874,123.44326341,2.3578982366,118.82185304,128.06467379,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
1,31,128.49173143,2.4875985463,123.48021588,2.3578216771,118.85895556,128.1014762,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
1,32,128.53354693,2.487523599,123.51734554,2.3577452253,118.89623506,128.13845602,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
1,33,128.57554569,2.4874488902,123.55463573,2.357669031,118.93367459,128.17559686,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
1,34,128.61770855,2.4873745601,123.59206976,2.3575932395,118.97125717,128.21288235,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
1,35,128.66001636,2.4873007441,123.62963096,2.3575179906,119.00896586,128.25029607,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
1,36,128.70244995,2.4872275726,123.66730267,2.3574434193,119.04678372,128.28782161,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
1,37,128.74499017,2.4871551705,123.70506819,2.3573696549,119.08469382,128.32544256,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
1,38,128.78761785,2.4870836577,123.74291086,2.3572968213,119.12267924,128.36314248,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
1,39,128.83031384,2.4870131483,123.780814,2.3572250364,119.16072308,128.40090492,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
1,40,128.87305899,2.4869437508,123.81876093,2.3571544123,119.19880843,128.43871343,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
1,41,128.91583412,2.4868755678,123.85673499,2.357085055,119.23691843,128.47655155,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
1,42,128.95862009,2.4868086959,123.89471948,2.3570170641,119.27503618,128.51440279,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
1,43,129.00139773,2.4867432258,123.93269775,2.3569505331,119.31314485,128.55225065,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
1,44,129.04414789,2.4866792417,123.97065311,2.3568855489,119.35122758,128.59007865,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
1,45,129.08685141,2.4866168218,124.00856889,2.356822192,119.38926753,128.62787025,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
1,46,129.12948913,2.4865560378,124.04642841,2.3567605363,119.42724789,128.66560892,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
1,47,129.17204189,2.4864969553,124.08421499,2.3567006489,119.46515186,128.70327813,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
1,48,129.21449053,2.4864396332,124.12191197,2.3566425903,119.50296263,128.74086132,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
1,49,129.25681589,2.486384124,124.15950267,2.3565864145,119.54066342,128.77834191,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
1,50,129.29899882,2.4863304739,124.1969704,2.3565321684,119.57823748,128.81570332,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
1,51,129.34102016,2.4862787225,124.2342985,2.3564798925,119.61566804,128.85292896,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
1,52,129.38286075,2.4862289029,124.27147029,2.3564296204,119.65293836,128.89000222,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
1,53,129.42450142,2.4861810421,124.30846909,2.3563813792,119.69003171,128.92690647,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
1,54,129.46592303,2.4861351604,124.34527823,2.3563351892,119.72693138,128.96362508,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
1,55,129.50710641,2.486091272,124.38188104,2.3562910643,119.76362067,129.0001414,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
1,56,129.5480324,2.4860493849,124.41826083,2.3562490119,119.80008289,129.03643877,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
1,57,129.58868185,2.4860095008,124.45440093,2.3562090329,119.83630135,129.07250052,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
1,58,129.6290356,2.4859716155,124.49028468,2.356171122,119.8722594,129.10830996,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
1,59,129.66907449,2.4859357188,124.52589538,2.3561352677,119.90794037,129.14385039,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
1,60,129.70877936,2.4859017949,124.56121637,2.3561014527,119.94332764,129.1791051,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
1,61,129.74813446,2.4858698164,124.59623394,2.3560696476,119.97840755,129.21406033,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
1,62,129.78713769,2.4858397299,124.63094627,2.3560397967,120.01317839,129.24871416,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
1,63,129.82579036,2.4858114765,124.66535453,2.3560118386,120.04764144,129.28306761,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
1,64,129.86409377,2.4857849986,124.69945985,2.3559857134,120.08179796,129.31712173,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
1,65,129.90204923,2.4857602395,124.73326339,2.3559613619,120.11564923,129.35087754,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
1,66,129.93965805,2.4857371437,124.76676631,2.3559387263,120.14919651,129.3843361,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
1,67,129.97692154,2.4857156564,124.79996975,2.3559177495,120.18244107,129.41749843,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
1,68,130.013841,2.485695724,124.83287488,2.3558983758,120.21538417,129.45036558,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
1,69,130.05041775,2.485677294,124.86548284,2.3558805503,120.24802707,129.4829386,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
1,70,130.08665308,2.4856603147,124.89779478,2.3558642192,120.28037102,129.51521854,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
1,71,130.12254831,2.4856447353,124.92981187,2.3558493298,120.31241729,129.54720644,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
1,72,130.15810475,2.4856305062,124.96153524,2.3558358301,120.34416712,129.57890336,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
1,73,130.19332369,2.4856175786,124.99296606,2.3558236695,120.37562178,129.61031035,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
1,74,130.22820646,2.4856059047,125.02410548,2.3558127981,120.40678251,129.64142846,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
1,75,130.26275435,2.4855954376,125.05495465,2.3558031671,120.43765055,129.67225875,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
1,76,130.29696867,2.4855861313,125.08551473,2.3557947287,120.46822717,129.70280229,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
1,77,130.33085074,2.4855779408,125.11578686,2.3557874358,120.49851359,129.73306012,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
1,78,130.36440185,2.4855708219,125.1457722,2.3557812425,120.52851107,129.76303332,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
1,79,130.39762332,2.4855647313,125.1754719,2.3557761039,120.55822084,129.79272295,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
1,80,130.43051645,2.4855596268,125.20488711,2.3557719756,120.58764415,129.82213008,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
1,81,130.46308256,2.4855554667,125.234019,2.3557688147,120.61678223,129.85125577,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
1,82,130.49532294,2.4855522105,125.2628687,2.3557665786,120.64563632,129.88010109,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
1,83,130.52723891,2.4855498184,125.29143738,2.3557652261,120.67420765,129.90866712,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
1,84,130.55883177,2.4855482514,125.31972619,2.3557647165,120.70249745,129.93695492,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
1,85,130.59010283,2.4855474714,125.34773627,2.3557650102,120.73050696,129.96496558,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
1,86,130.6210534,2.4855474412,125.37546879,2.3557660685,120.7582374,129.99270017,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
1,87,130.65168478,2.4855481243,125.40292489,2.3557678534,120.78569,130.02015977,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
1,88,130.68199829,2.4855494851,125.43010573,2.3557703277,120.81286599,130.04734546,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
1,89,130.71199523,2.4855514887,125.45701246,2.3557734553,120.83976659,130.07425832,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
1,90,130.74167691,2.485554101,125.48364623,2.3557772006,120.86639302,130.10089944,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
1,91,130.77104463,2.4855572888,125.5100082,2.355781529,120.89274651,130.12726989,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
1,92,130.8000997,2.4855610196,125.53609952,2.3557864068,120.91882827,130.15337077,ARTs,DonorSex,Donor Sex,Vital Parameter Trajectory: Systolic Blood Pressure (mmHg),SBP (mmHg)
