DonorSex,TimeFromTransfusion,PredVal_Base,StdErrVal_Base,PredVal_Full,StdErrVal_Full,Lower_Full,Upper_Full,VitalParam,CompFactor,CompName,VitalName,YLabel
1,14,59.266446301,1.1183707484,56.008871387,1.0616962078,53.927978416,58.089764359,ARTd,DonorSex,Donor Sex,Vital Parameter Trajectory: Diastolic Blood Pressure (mmHg),DBP (mmHg)
1,15,59.282882378,1.1183147877,56.022836408,1.0616392509,53.942055071,58.103617746,ARTd,DonorSex,Donor Sex,Vital Parameter Trajectory: Diastolic Blood Pressure (mmHg),DBP (mmHg)
1,16,59.29957925,1.1182561276,56.037028954,1.061579505,53.956364717,58.117693191,ARTd,DonorSex,Donor Sex,Vital Parameter Trajectory: Diastolic Blood Pressure (mmHg),DBP (mmHg)
1,17,59.316528071,1.1181949505,56.051441626,1.061517159,53.970899585,58.131983667,ARTd,DonorSex,Donor Sex,Vital Parameter Trajectory: Diastolic Blood Pressure (mmHg),DBP (mmHg)
1,18,59.333719995,1.1181314392,56.066067023,1.0614524029,53.985651902,58.146482143,ARTd,DonorSex,Donor Sex,Vital Parameter Trajectory: Diastolic Blood Pressure (mmHg),DBP (mmHg)
1,19,59.351146174,1.1180657772,56.080897745,1.061385427,54.000613894,58.161181595,ARTd,DonorSex,Donor Sex,Vital Parameter Trajectory: Diastolic Blood Pressure (mmHg),DBP (mmHg)
1,20,59.368797761,1.117998148,56.095926392,1.0613164218,54.01577779,58.176074994,ARTd,DonorSex,Donor Sex,Vital Parameter Trajectory: Diastolic Blood Pressure (mmHg),DBP (mmHg)
1,21,59.386665911,1.1179287346,56.111145564,1.061245577,54.031135816,58.191155312,ARTd,DonorSex,Donor Sex,Vital Parameter Trajectory: Diastolic Blood Pressure (mmHg),DBP (mmHg)
1,22,59.404741775,1.1178577193,56.126547861,1.0611730818,54.046680201,58.206415521,ARTd,DonorSex,Donor Sex,Vital Parameter Trajectory: Diastolic Blood Pressure (mmHg),DBP (mmHg)
1,23,59.423016508,1.1177852828,56.142125883,1.0610991237,54.062403179,58.221848587,ARTd,DonorSex,Donor Sex,Vital Parameter Trajectory: Diastolic Blood Pressure (mmHg),DBP (mmHg)
1,24,59.441481261,1.1177116045,56.15787223,1.0610238889,54.078296984,58.237447476,ARTd,DonorSex,Donor Sex,Vital Parameter Trajectory: Diastolic Blood Pressure (mmHg),DBP (mmHg)
1,25,59.46012719,1.1176368618,56.173779502,1.0609475612,54.094353855,58.253205148,ARTd,DonorSex,Donor Sex,Vital Parameter Trajectory: Diastolic Blood Pressure (mmHg),DBP (mmHg)
1,26,59.478945445,1.1175612295,56.189840298,1.060870322,54.110566038,58.269114557,ARTd,DonorSex,Donor Sex,Vital Parameter Trajectory: Diastolic Blood Pressure (mmHg),DBP (mmHg)
1,27,59.497927181,1.1174848799,56.206047219,1.0607923499,54.126925782,58.285168655,ARTd,DonorSex,Donor Sex,Vital Parameter Trajectory: Diastolic Blood Pressure (mmHg),DBP (mmHg)
1,28,59.517063552,1.1174079821,56.222392864,1.0607138204,54.143425343,58.301360385,ARTd,DonorSex,Donor Sex,Vital Parameter Trajectory: Diastolic Blood Pressure (mmHg),DBP (mmHg)
1,29,59.536345709,1.1173307021,56.238869834,1.0606349053,54.160056984,58.317682684,ARTd,DonorSex,Donor Sex,Vital Parameter Trajectory: Diastolic Blood Pressure (mmHg),DBP (mmHg)
1,30,59.555764806,1.117253202,56.255470728,1.0605557729,54.176812975,58.334128481,ARTd,DonorSex,Donor Sex,Vital Parameter Trajectory: Diastolic Blood Pressure (mmHg),DBP (mmHg)
1,31,59.575311997,1.1171756401,56.272188146,1.0604765871,54.193685595,58.350690697,ARTd,DonorSex,Donor Sex,Vital Parameter Trajectory: Diastolic Blood Pressure (mmHg),DBP (mmHg)
1,32,59.594978434,1.1170981704,56.289014689,1.0603975076,54.210667132,58.367362247,ARTd,DonorSex,Donor Sex,Vital Parameter Trajectory: Diastolic Blood Pressure (mmHg),DBP (mmHg)
1,33,59.61475527,1.1170209426,56.305942956,1.0603186892,54.22774988,58.384136032,ARTd,DonorSex,Donor Sex,Vital Parameter Trajectory: Diastolic Blood Pressure (mmHg),DBP (mmHg)
1,34,59.63463366,1.1169441013,56.322965547,1.0602402821,54.244926146,58.401004947,ARTd,DonorSex,Donor Sex,Vital Parameter Trajectory: Diastolic Blood Pressure (mmHg),DBP (mmHg)
1,35,59.654604755,1.1168677867,56.340075061,1.0601624312,54.262188247,58.417961876,ARTd,DonorSex,Donor Sex,Vital Parameter Trajectory: Diastolic Blood Pressure (mmHg),DBP (mmHg)
1,36,59.67465971,1.1167921333,56.3572641,1.0600852759,54.279528507,58.434999693,ARTd,DonorSex,Donor Sex,Vital Parameter Trajectory: Diastolic Blood Pressure (mmHg),DBP (mmHg)
1,37,59.694789677,1.1167172707,56.374525262,1.0600089501,54.296939266,58.452111259,ARTd,DonorSex,Donor Sex,Vital Parameter Trajectory: Diastolic Blood Pressure (mmHg),DBP (mmHg)
1,38,59.714985809,1.1166433226,56.391851149,1.059933582,54.314412872,58.469289426,ARTd,DonorSex,Donor Sex,Vital Parameter Trajectory: Diastolic Blood Pressure (mmHg),DBP (mmHg)
1,39,59.735239259,1.1165704071,56.409234358,1.0598592937,54.331941684,58.486527033,ARTd,DonorSex,Donor Sex,Vital Parameter Trajectory: Diastolic Blood Pressure (mmHg),DBP (mmHg)
1,40,59.755541182,1.1164986365,56.426667492,1.0597862013,54.349518077,58.503816907,ARTd,DonorSex,Donor Sex,Vital Parameter Trajectory: Diastolic Blood Pressure (mmHg),DBP (mmHg)
1,41,59.775882729,1.116428117,56.444143149,1.0597144145,54.367134434,58.521151864,ARTd,DonorSex,Donor Sex,Vital Parameter Trajectory: Diastolic Blood Pressure (mmHg),DBP (mmHg)
1,42,59.796255054,1.1163589486,56.461653929,1.0596440366,54.384783152,58.538524706,ARTd,DonorSex,Donor Sex,Vital Parameter Trajectory: Diastolic Blood Pressure (mmHg),DBP (mmHg)
1,43,59.81664931,1.1162912252,56.479192433,1.0595751644,54.402456644,58.555928222,ARTd,DonorSex,Donor Sex,Vital Parameter Trajectory: Diastolic Blood Pressure (mmHg),DBP (mmHg)
1,44,59.837056651,1.116225034,56.49675126,1.0595078881,54.42014733,58.573355189,ARTd,DonorSex,Donor Sex,Vital Parameter Trajectory: Diastolic Blood Pressure (mmHg),DBP (mmHg)
1,45,59.857468229,1.116160456,56.51432301,1.0594422911,54.437847648,58.590798371,ARTd,DonorSex,Donor Sex,Vital Parameter Trajectory: Diastolic Blood Pressure (mmHg),DBP (mmHg)
1,46,59.877875198,1.1160975657,56.531900283,1.05937845,54.455550048,58.608250518,ARTd,DonorSex,Donor Sex,Vital Parameter Trajectory: Diastolic Blood Pressure (mmHg),DBP (mmHg)
1,47,59.89826871,1.1160364309,56.549475679,1.0593164345,54.473246993,58.625704366,ARTd,DonorSex,Donor Sex,Vital Parameter Trajectory: Diastolic Blood Pressure (mmHg),DBP (mmHg)
1,48,59.91863992,1.1159771127,56.567041799,1.0592563076,54.490930959,58.643152638,ARTd,DonorSex,Donor Sex,Vital Parameter Trajectory: Diastolic Blood Pressure (mmHg),DBP (mmHg)
1,49,59.938979979,1.1159196658,56.584591241,1.059198125,54.508594437,58.660588044,ARTd,DonorSex,Donor Sex,Vital Parameter Trajectory: Diastolic Blood Pressure (mmHg),DBP (mmHg)
1,50,59.959280042,1.1158641379,56.602116606,1.0591419359,54.526229931,58.67800328,ARTd,DonorSex,Donor Sex,Vital Parameter Trajectory: Diastolic Blood Pressure (mmHg),DBP (mmHg)
1,51,59.979531261,1.1158105704,56.619610493,1.0590877821,54.543829959,58.695391028,ARTd,DonorSex,Donor Sex,Vital Parameter Trajectory: Diastolic Blood Pressure (mmHg),DBP (mmHg)
1,52,59.99972479,1.1157589977,56.637065504,1.0590356989,54.561387051,58.712743956,ARTd,DonorSex,Donor Sex,Vital Parameter Trajectory: Diastolic Blood Pressure (mmHg),DBP (mmHg)
1,53,60.019851782,1.1157094479,56.654474236,1.0589857142,54.578893752,58.730054721,ARTd,DonorSex,Donor Sex,Vital Parameter Trajectory: Diastolic Blood Pressure (mmHg),DBP (mmHg)
1,54,60.039903389,1.1156619422,56.671829292,1.0589378497,54.59634262,58.747315963,ARTd,DonorSex,Donor Sex,Vital Parameter Trajectory: Diastolic Blood Pressure (mmHg),DBP (mmHg)
1,55,60.059870765,1.1156164955,56.689123269,1.0588921196,54.613726228,58.764520311,ARTd,DonorSex,Donor Sex,Vital Parameter Trajectory: Diastolic Blood Pressure (mmHg),DBP (mmHg)
1,56,60.079745063,1.1155731163,56.70634877,1.058848532,54.631037158,58.781660381,ARTd,DonorSex,Donor Sex,Vital Parameter Trajectory: Diastolic Blood Pressure (mmHg),DBP (mmHg)
1,57,60.099517437,1.1155318066,56.723498392,1.0588070881,54.648268009,58.798728774,ARTd,DonorSex,Donor Sex,Vital Parameter Trajectory: Diastolic Blood Pressure (mmHg),DBP (mmHg)
1,58,60.119179039,1.1154925623,56.740564736,1.0587677826,54.665411391,58.815718081,ARTd,DonorSex,Donor Sex,Vital Parameter Trajectory: Diastolic Blood Pressure (mmHg),DBP (mmHg)
1,59,60.138721023,1.1154553731,56.757540403,1.0587306038,54.682459927,58.832620879,ARTd,DonorSex,Donor Sex,Vital Parameter Trajectory: Diastolic Blood Pressure (mmHg),DBP (mmHg)
1,60,60.158134542,1.1154202227,56.774417992,1.058695534,54.699406252,58.849429731,ARTd,DonorSex,Donor Sex,Vital Parameter Trajectory: Diastolic Blood Pressure (mmHg),DBP (mmHg)
1,61,60.177412289,1.1153870831,56.791191382,1.058662543,54.716244304,58.866138461,ARTd,DonorSex,Donor Sex,Vital Parameter Trajectory: Diastolic Blood Pressure (mmHg),DBP (mmHg)
1,62,60.196553118,1.1153558991,56.807859576,1.0586315733,54.732973197,58.882745955,ARTd,DonorSex,Donor Sex,Vital Parameter Trajectory: Diastolic Blood Pressure (mmHg),DBP (mmHg)
1,63,60.215557424,1.1153266101,56.824422853,1.0586025617,54.749593336,58.89925237,ARTd,DonorSex,Donor Sex,Vital Parameter Trajectory: Diastolic Blood Pressure (mmHg),DBP (mmHg)
1,64,60.234425601,1.1152991565,56.840881495,1.058575446,54.766105124,58.915657866,ARTd,DonorSex,Donor Sex,Vital Parameter Trajectory: Diastolic Blood Pressure (mmHg),DBP (mmHg)
1,65,60.253158043,1.1152734798,56.857235783,1.0585501652,54.782508961,58.931962604,ARTd,DonorSex,Donor Sex,Vital Parameter Trajectory: Diastolic Blood Pressure (mmHg),DBP (mmHg)
1,66,60.271755146,1.1152495227,56.873485997,1.0585266596,54.798805246,58.948166748,ARTd,DonorSex,Donor Sex,Vital Parameter Trajectory: Diastolic Blood Pressure (mmHg),DBP (mmHg)
1,67,60.290217303,1.1152272287,56.889632418,1.0585048702,54.814994373,58.964270462,ARTd,DonorSex,Donor Sex,Vital Parameter Trajectory: Diastolic Blood Pressure (mmHg),DBP (mmHg)
1,68,60.308544908,1.1152065424,56.905675327,1.0584847394,54.831076738,58.980273916,ARTd,DonorSex,Donor Sex,Vital Parameter Trajectory: Diastolic Blood Pressure (mmHg),DBP (mmHg)
1,69,60.326738357,1.1151874095,56.921615006,1.0584662105,54.847052733,58.996177278,ARTd,DonorSex,Donor Sex,Vital Parameter Trajectory: Diastolic Blood Pressure (mmHg),DBP (mmHg)
1,70,60.344798043,1.1151697767,56.937451734,1.0584492279,54.862922747,59.011980721,ARTd,DonorSex,Donor Sex,Vital Parameter Trajectory: Diastolic Blood Pressure (mmHg),DBP (mmHg)
1,71,60.362724362,1.1151535915,56.953185794,1.058433737,54.878687168,59.027684419,ARTd,DonorSex,Donor Sex,Vital Parameter Trajectory: Diastolic Blood Pressure (mmHg),DBP (mmHg)
1,72,60.380517706,1.1151388027,56.968817465,1.0584196843,54.894346382,59.043288547,ARTd,DonorSex,Donor Sex,Vital Parameter Trajectory: Diastolic Blood Pressure (mmHg),DBP (mmHg)
1,73,60.398178472,1.1151253599,56.984347029,1.0584070173,54.909900773,59.058793284,ARTd,DonorSex,Donor Sex,Vital Parameter Trajectory: Diastolic Blood Pressure (mmHg),DBP (mmHg)
1,74,60.415707052,1.1151132136,56.999774766,1.0583956845,54.925350722,59.07419881,ARTd,DonorSex,Donor Sex,Vital Parameter Trajectory: Diastolic Blood Pressure (mmHg),DBP (mmHg)
1,75,60.433103843,1.1151023154,57.015100958,1.0583856354,54.94069661,59.089505306,ARTd,DonorSex,Donor Sex,Vital Parameter Trajectory: Diastolic Blood Pressure (mmHg),DBP (mmHg)
1,76,60.450369237,1.1150926179,57.030325885,1.0583768205,54.955938814,59.104712956,ARTd,DonorSex,Donor Sex,Vital Parameter Trajectory: Diastolic Blood Pressure (mmHg),DBP (mmHg)
1,77,60.467503629,1.1150840744,57.045449829,1.0583691912,54.971077711,59.119821946,ARTd,DonorSex,Donor Sex,Vital Parameter Trajectory: Diastolic Blood Pressure (mmHg),DBP (mmHg)
1,78,60.484507415,1.1150766393,57.060473069,1.0583627,54.986113674,59.134832464,ARTd,DonorSex,Donor Sex,Vital Parameter Trajectory: Diastolic Blood Pressure (mmHg),DBP (mmHg)
1,79,60.501380987,1.1150702679,57.075395888,1.0583573004,55.001047076,59.1497447,ARTd,DonorSex,Donor Sex,Vital Parameter Trajectory: Diastolic Blood Pressure (mmHg),DBP (mmHg)
1,80,60.518124742,1.1150649165,57.090218565,1.0583529467,55.015878287,59.164558844,ARTd,DonorSex,Donor Sex,Vital Parameter Trajectory: Diastolic Blood Pressure (mmHg),DBP (mmHg)
1,81,60.534739072,1.1150605421,57.104941383,1.0583495941,55.030607675,59.179275091,ARTd,DonorSex,Donor Sex,Vital Parameter Trajectory: Diastolic Blood Pressure (mmHg),DBP (mmHg)
1,82,60.551224373,1.1150571028,57.119564621,1.058347199,55.045235607,59.193893635,ARTd,DonorSex,Donor Sex,Vital Parameter Trajectory: Diastolic Blood Pressure (mmHg),DBP (mmHg)
1,83,60.567581038,1.1150545573,57.134088561,1.0583457185,55.059762449,59.208414673,ARTd,DonorSex,Donor Sex,Vital Parameter Trajectory: Diastolic Blood Pressure (mmHg),DBP (mmHg)
1,84,60.583809463,1.1150528656,57.148513483,1.0583451106,55.074188563,59.222838404,ARTd,DonorSex,Donor Sex,Vital Parameter Trajectory: Diastolic Blood Pressure (mmHg),DBP (mmHg)
1,85,60.599910041,1.1150519881,57.162839669,1.0583453344,55.08851431,59.237165028,ARTd,DonorSex,Donor Sex,Vital Parameter Trajectory: Diastolic Blood Pressure (mmHg),DBP (mmHg)
1,86,60.615883167,1.1150518864,57.177067399,1.0583463497,55.10274005,59.251394748,ARTd,DonorSex,Donor Sex,Vital Parameter Trajectory: Diastolic Blood Pressure (mmHg),DBP (mmHg)
1,87,60.631729236,1.1150525228,57.191196954,1.0583481172,55.116866141,59.265527767,ARTd,DonorSex,Donor Sex,Vital Parameter Trajectory: Diastolic Blood Pressure (mmHg),DBP (mmHg)
1,88,60.647448642,1.1150538604,57.205228615,1.0583505986,55.130892939,59.279564292,ARTd,DonorSex,Donor Sex,Vital Parameter Trajectory: Diastolic Blood Pressure (mmHg),DBP (mmHg)
1,89,60.663041779,1.1150558632,57.219162664,1.0583537563,55.144820798,59.293504529,ARTd,DonorSex,Donor Sex,Vital Parameter Trajectory: Diastolic Blood Pressure (mmHg),DBP (mmHg)
1,90,60.678509041,1.115058496,57.23299938,1.0583575537,55.158650071,59.307348688,ARTd,DonorSex,Donor Sex,Vital Parameter Trajectory: Diastolic Blood Pressure (mmHg),DBP (mmHg)
1,91,60.693850824,1.1150617243,57.246739045,1.0583619549,55.17238111,59.321096979,ARTd,DonorSex,Donor Sex,Vital Parameter Trajectory: Diastolic Blood Pressure (mmHg),DBP (mmHg)
1,92,60.709067521,1.1150655147,57.260381939,1.0583669249,55.186014263,59.334749615,ARTd,DonorSex,Donor Sex,Vital Parameter Trajectory: Diastolic Blood Pressure (mmHg),DBP (mmHg)
1,93,60.724159527,1.1150698342,57.273928344,1.0583724297,55.199549879,59.348306809,ARTd,DonorSex,Donor Sex,Vital Parameter Trajectory: Diastolic Blood Pressure (mmHg),DBP (mmHg)
1,94,60.739127236,1.1150746508,57.287378541,1.0583784357,55.212988304,59.361768777,ARTd,DonorSex,Donor Sex,Vital Parameter Trajectory: Diastolic Blood Pressure (mmHg),DBP (mmHg)
1,95,60.753971042,1.1150799333,57.30073281,1.0583849105,55.226329883,59.375135737,ARTd,DonorSex,Donor Sex,Vital Parameter Trajectory: Diastolic Blood Pressure (mmHg),DBP (mmHg)
1,96,60.768691341,1.1150856511,57.313991432,1.0583918223,55.239574958,59.388407906,ARTd,DonorSex,Donor Sex,Vital Parameter Trajectory: Diastolic Blood Pressure (mmHg),DBP (mmHg)
1,97,60.783288527,1.1150917745,57.327154688,1.05839914,55.252723872,59.401585505,ARTd,DonorSex,Donor Sex,Vital Parameter Trajectory: Diastolic Blood Pressure (mmHg),DBP (mmHg)
1,98,60.797762993,1.1150982744,57.34022286,1.0584068336,55.265776964,59.414668755,ARTd,DonorSex,Donor Sex,Vital Parameter Trajectory: Diastolic Blood Pressure (mmHg),DBP (mmHg)
1,99,60.812115134,1.1151051225,57.353196227,1.0584148735,55.278734573,59.427657881,ARTd,DonorSex,Donor Sex,Vital Parameter Trajectory: Diastolic Blood Pressure (mmHg),DBP (mmHg)
1,100,60.826345345,1.1151122913,57.366075071,1.0584232311,55.291597037,59.440553105,ARTd,DonorSex,Donor Sex,Vital Parameter Trajectory: Diastolic Blood Pressure (mmHg),DBP (mmHg)
1,101,60.840454021,1.115119754,57.378859673,1.0584318785,55.30436469,59.453354656,ARTd,DonorSex,Donor Sex,Vital Parameter Trajectory: Diastolic Blood Pressure (mmHg),DBP (mmHg)
1,102,60.854441554,1.1151274843,57.391550313,1.0584407883,55.317037867,59.466062759,ARTd,DonorSex,Donor Sex,Vital Parameter Trajectory: Diastolic Blood Pressure (mmHg),DBP (mmHg)
1,103,60.868308341,1.1151354568,57.404147273,1.0584499342,55.329616902,59.478677645,ARTd,DonorSex,Donor Sex,Vital Parameter Trajectory: Diastolic Blood Pressure (mmHg),DBP (mmHg)
1,104,60.882054775,1.1151436468,57.416650833,1.0584592903,55.342102124,59.491199543,ARTd,DonorSex,Donor Sex,Vital Parameter Trajectory: Diastolic Blood Pressure (mmHg),DBP (mmHg)
1,105,60.895681251,1.1151520302,57.429061275,1.0584688317,55.354493865,59.503628685,ARTd,DonorSex,Donor Sex,Vital Parameter Trajectory: Diastolic Blood Pressure (mmHg),DBP (mmHg)
1,106,60.909188162,1.1151605834,57.441378879,1.0584785339,55.366792453,59.515965305,ARTd,DonorSex,Donor Sex,Vital Parameter Trajectory: Diastolic Blood Pressure (mmHg),DBP (mmHg)
1,107,60.922575905,1.1151692838,57.453603926,1.0584883733,55.378998214,59.528209637,ARTd,DonorSex,Donor Sex,Vital Parameter Trajectory: Diastolic Blood Pressure (mmHg),DBP (mmHg)
1,108,60.935844872,1.1151781093,57.465736696,1.0584983269,55.391111477,59.540361916,ARTd,DonorSex,Donor Sex,Vital Parameter Trajectory: Diastolic Blood Pressure (mmHg),DBP (mmHg)
1,109,60.948995458,1.1151870384,57.477777472,1.0585083724,55.403132563,59.552422381,ARTd,DonorSex,Donor Sex,Vital Parameter Trajectory: Diastolic Blood Pressure (mmHg),DBP (mmHg)
1,110,60.962028058,1.1151960502,57.489726533,1.0585184882,55.415061798,59.564391269,ARTd,DonorSex,Donor Sex,Vital Parameter Trajectory: Diastolic Blood Pressure (mmHg),DBP (mmHg)
1,111,60.974943067,1.1152051246,57.501584162,1.0585286531,55.426899503,59.57626882,ARTd,DonorSex,Donor Sex,Vital Parameter Trajectory: Diastolic Blood Pressure (mmHg),DBP (mmHg)
1,112,60.987740878,1.1152142419,57.513350637,1.058538847,55.438645999,59.588055275,ARTd,DonorSex,Donor Sex,Vital Parameter Trajectory: Diastolic Blood Pressure (mmHg),DBP (mmHg)
1,113,61.000421885,1.1152233832,57.525026241,1.05854905,55.450301606,59.599750877,ARTd,DonorSex,Donor Sex,Vital Parameter Trajectory: Diastolic Blood Pressure (mmHg),DBP (mmHg)
1,114,61.012986484,1.11523253,57.536611255,1.0585592431,55.461866641,59.611355868,ARTd,DonorSex,Donor Sex,Vital Parameter Trajectory: Diastolic Blood Pressure (mmHg),DBP (mmHg)
1,115,61.025435069,1.1152416646,57.548105958,1.0585694077,55.473341422,59.622870494,ARTd,DonorSex,Donor Sex,Vital Parameter Trajectory: Diastolic Blood Pressure (mmHg),DBP (mmHg)
1,116,61.037768034,1.1152507698,57.559510633,1.0585795261,55.484726265,59.634295001,ARTd,DonorSex,Donor Sex,Vital Parameter Trajectory: Diastolic Blood Pressure (mmHg),DBP (mmHg)
1,117,61.049985774,1.1152598289,57.57082556,1.0585895808,55.496021485,59.645629635,ARTd,DonorSex,Donor Sex,Vital Parameter Trajectory: Diastolic Blood Pressure (mmHg),DBP (mmHg)
1,118,61.062088682,1.1152688258,57.58205102,1.0585995554,55.507227395,59.656874644,ARTd,DonorSex,Donor Sex,Vital Parameter Trajectory: Diastolic Blood Pressure (mmHg),DBP (mmHg)
1,119,61.074077154,1.1152777451,57.593187293,1.0586094336,55.518344308,59.668030279,ARTd,DonorSex,Donor Sex,Vital Parameter Trajectory: Diastolic Blood Pressure (mmHg),DBP (mmHg)
1,120,61.085951584,1.1152865717,57.604234661,1.0586191999,55.529372534,59.679096789,ARTd,DonorSex,Donor Sex,Vital Parameter Trajectory: Diastolic Blood Pressure (mmHg),DBP (mmHg)
1,121,61.097712366,1.1152952912,57.615193405,1.0586288393,55.540312385,59.690074426,ARTd,DonorSex,Donor Sex,Vital Parameter Trajectory: Diastolic Blood Pressure (mmHg),DBP (mmHg)
1,122,61.109359894,1.1153038898,57.626063806,1.0586383376,55.551164169,59.700963442,ARTd,DonorSex,Donor Sex,Vital Parameter Trajectory: Diastolic Blood Pressure (mmHg),DBP (mmHg)
1,123,61.120894563,1.1153123541,57.636846143,1.0586476807,55.561928194,59.711764092,ARTd,DonorSex,Donor Sex,Vital Parameter Trajectory: Diastolic Blood Pressure (mmHg),DBP (mmHg)
1,124,61.132316768,1.1153206711,57.647540699,1.0586568554,55.572604768,59.72247663,ARTd,DonorSex,Donor Sex,Vital Parameter Trajectory: Diastolic Blood Pressure (mmHg),DBP (mmHg)
1,125,61.143626902,1.1153288287,57.658147754,1.058665849,55.583194196,59.733101312,ARTd,DonorSex,Donor Sex,Vital Parameter Trajectory: Diastolic Blood Pressure (mmHg),DBP (mmHg)
1,126,61.154825361,1.1153368148,57.66866759,1.058674649,55.593696784,59.743638396,ARTd,DonorSex,Donor Sex,Vital Parameter Trajectory: Diastolic Blood Pressure (mmHg),DBP (mmHg)
1,127,61.165912538,1.1153446183,57.679100486,1.0586832439,55.604112834,59.754088137,ARTd,DonorSex,Donor Sex,Vital Parameter Trajectory: Diastolic Blood Pressure (mmHg),DBP (mmHg)
1,128,61.176888829,1.1153522281,57.689446724,1.0586916223,55.614442651,59.764450797,ARTd,DonorSex,Donor Sex,Vital Parameter Trajectory: Diastolic Blood Pressure (mmHg),DBP (mmHg)
1,129,61.187754626,1.115359634,57.699706585,1.0586997735,55.624686535,59.774726634,ARTd,DonorSex,Donor Sex,Vital Parameter Trajectory: Diastolic Blood Pressure (mmHg),DBP (mmHg)
1,130,61.198510326,1.1153668259,57.709880349,1.0587076872,55.634844789,59.784915909,ARTd,DonorSex,Donor Sex,Vital Parameter Trajectory: Diastolic Blood Pressure (mmHg),DBP (mmHg)
1,131,61.209156321,1.1153737945,57.719968298,1.0587153537,55.644917712,59.795018884,ARTd,DonorSex,Donor Sex,Vital Parameter Trajectory: Diastolic Blood Pressure (mmHg),DBP (mmHg)
1,132,61.219693008,1.1153805307,57.729970712,1.0587227637,55.654905603,59.805035822,ARTd,DonorSex,Donor Sex,Vital Parameter Trajectory: Diastolic Blood Pressure (mmHg),DBP (mmHg)
1,133,61.230120779,1.115387026,57.739887873,1.0587299083,55.664808761,59.814966986,ARTd,DonorSex,Donor Sex,Vital Parameter Trajectory: Diastolic Blood Pressure (mmHg),DBP (mmHg)
1,134,61.240440029,1.1153932722,57.749720061,1.0587367792,55.674627482,59.82481264,ARTd,DonorSex,Donor Sex,Vital Parameter Trajectory: Diastolic Blood Pressure (mmHg),DBP (mmHg)
1,135,61.250651154,1.1153992617,57.759467557,1.0587433685,55.684362063,59.834573051,ARTd,DonorSex,Donor Sex,Vital Parameter Trajectory: Diastolic Blood Pressure (mmHg),DBP (mmHg)
1,136,61.260754547,1.1154049872,57.769130642,1.0587496686,55.6940128,59.844248484,ARTd,DonorSex,Donor Sex,Vital Parameter Trajectory: Diastolic Blood Pressure (mmHg),DBP (mmHg)
1,137,61.270750602,1.1154104419,57.778709597,1.0587556725,55.703579987,59.853839207,ARTd,DonorSex,Donor Sex,Vital Parameter Trajectory: Diastolic Blood Pressure (mmHg),DBP (mmHg)
1,138,61.280639714,1.1154156192,57.788204703,1.0587613736,55.713063919,59.863345486,ARTd,DonorSex,Donor Sex,Vital Parameter Trajectory: Diastolic Blood Pressure (mmHg),DBP (mmHg)
1,139,61.290422278,1.1154205133,57.79761624,1.0587667658,55.722464888,59.872767592,ARTd,DonorSex,Donor Sex,Vital Parameter Trajectory: Diastolic Blood Pressure (mmHg),DBP (mmHg)
1,140,61.300098688,1.1154251184,57.80694449,1.0587718431,55.731783187,59.882105794,ARTd,DonorSex,Donor Sex,Vital Parameter Trajectory: Diastolic Blood Pressure (mmHg),DBP (mmHg)
1,141,61.309669338,1.1154294292,57.816189734,1.0587766002,55.741019107,59.891360361,ARTd,DonorSex,Donor Sex,Vital Parameter Trajectory: Diastolic Blood Pressure (mmHg),DBP (mmHg)
1,142,61.319134622,1.115433441,57.825352252,1.0587810322,55.750172938,59.900531565,ARTd,DonorSex,Donor Sex,Vital Parameter Trajectory: Diastolic Blood Pressure (mmHg),DBP (mmHg)
1,143,61.328494936,1.1154371491,57.834432325,1.0587851344,55.759244971,59.909619679,ARTd,DonorSex,Donor Sex,Vital Parameter Trajectory: Diastolic Blood Pressure (mmHg),DBP (mmHg)
1,144,61.337750673,1.1154405495,57.843430234,1.0587889026,55.768235495,59.918624974,ARTd,DonorSex,Donor Sex,Vital Parameter Trajectory: Diastolic Blood Pressure (mmHg),DBP (mmHg)
1,145,61.346902228,1.1154436384,57.852346261,1.058792333,55.777144798,59.927547724,ARTd,DonorSex,Donor Sex,Vital Parameter Trajectory: Diastolic Blood Pressure (mmHg),DBP (mmHg)
1,146,61.355949995,1.1154464123,57.861180685,1.0587954221,55.785973167,59.936388202,ARTd,DonorSex,Donor Sex,Vital Parameter Trajectory: Diastolic Blood Pressure (mmHg),DBP (mmHg)
1,147,61.364894369,1.1154488682,57.869933788,1.0587981668,55.794720891,59.945146685,ARTd,DonorSex,Donor Sex,Vital Parameter Trajectory: Diastolic Blood Pressure (mmHg),DBP (mmHg)
1,148,61.373735743,1.1154510034,57.878605851,1.0588005643,55.803388255,59.953823447,ARTd,DonorSex,Donor Sex,Vital Parameter Trajectory: Diastolic Blood Pressure (mmHg),DBP (mmHg)
1,149,61.382474514,1.1154528153,57.887197155,1.0588026122,55.811975545,59.962418764,ARTd,DonorSex,Donor Sex,Vital Parameter Trajectory: Diastolic Blood Pressure (mmHg),DBP (mmHg)
1,150,61.391111074,1.115454302,57.89570798,1.0588043085,55.820483045,59.970932914,ARTd,DonorSex,Donor Sex,Vital Parameter Trajectory: Diastolic Blood Pressure (mmHg),DBP (mmHg)
1,151,61.399645818,1.1154554617,57.904138607,1.0588056513,55.828911041,59.979366174,ARTd,DonorSex,Donor Sex,Vital Parameter Trajectory: Diastolic Blood Pressure (mmHg),DBP (mmHg)
